Species_BirdTree,Wing.Length,Secondary1,Hand.Wing.Index,Hand.Wing.Area,Data.type,Total.wing.area,Wingspan,Wing.aspect.ratio,Source_Total.wing.area_Wingspan,Max.Elevation.1,Source_Max.Elevation.1,Max.Elevation.2,Source_Max.Elevation.2,Min.Elevation.1,Source_Min.Elevation.1,Min.Elevation.2,Source_Min.Elevation.2,Mean.Elevation.1,Mean.Elevation.2,Centroid.latitude,Max.latitude,Min.latitude,Temp. seasonality,Habitat.Openness,Body.Mass,Flight.Mode,Aerial.Lifestyle,Aerial.Lifestyle.Certainty,Migration,Trophic.Level,Habitat.type
Gallinago gallinago,128.0,70.6,44.8,14194.97,Observed,35434.70,478.92,6.47,Bruderer et al. (2010); Malo et al. (2021); Viscor et al. (1987); Shiomi et al. (2024),4000,del Hoyo (2020),4000,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),2000,2000,57.79,72.67,32.64,1211.06,3,112.9,flapping,2,B,3,2ry consumer,Terrestrial
Gallinago hardwickii,151.0,77.2,48.4,18311.09,Observed,NA,NA,NA,NA,1400,White et al. (2015),1400,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),700,700,40.2,49.50,32.37,874.65,3,151.3,flapping,2,B,3,2ry consumer,Terrestrial
Gallinago imperialis,153.0,128.3,16.1,30834.57,Observed,NA,NA,NA,NA,3500,White et al. (2015),3500,White et al. (2015); Quintero et al. (2018),2745,White et al. (2015),2745,White et al. (2015); Quintero et al. (2018),3122.5,3122.5,-6.51,14.42,0.00,66.83,3,252.0,flapping,2,B,1,2ry consumer,Terrestrial
Gallinago jamesoni,148.0,98.0,33.5,22782.83,Observed,NA,NA,NA,NA,4400,del Hoyo (2020),4400,del Hoyo (2020); Quintero et al. (2018),2100,del Hoyo (2020),0,White et al. (2015),3250,2200,-5.15,17.40,0.00,75.13,3,166.0,flapping,2,B,1,2ry consumer,Terrestrial
Gallinago macrodactyla,133.6,83.2,37.1,17460.22,Observed,NA,NA,NA,NA,2700,White et al. (2015),2700,White et al. (2015),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),1350,1350,-19.38,25.18,13.44,232.77,3,216.0,flapping,2,B,1,1ry consumer,Terrestrial
Gallinago media,141.0,76.5,45.0,16943.39,Observed,33700.00,482.00,6.89,Watanabe (2016); Shiomi et al. (2024),2700,del Hoyo (2020),2700,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),1350,1350,58.58,69.33,48.64,1129.48,3,170.0,flapping,2,B,3,2ry consumer,Terrestrial
Gallinago megala,134.6,74.1,45.0,15666.90,Observed,NA,NA,NA,NA,3700,del Hoyo (2020),3700,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),1850,1850,53.6,60.85,44.23,1343.83,3,121.0,flapping,2,B,3,2ry consumer,Terrestrial
Gallinago nemoricola,135.0,93.5,31.1,19827.38,Observed,NA,NA,NA,NA,5000,del Hoyo (2020),5000,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),100,del Hoyo (2020),100,del Hoyo (2020); White et al. (2015),2550,2550,28.9,32.74,25.94,637.11,3,167.7,flapping,2,B,3,2ry consumer,Terrestrial
Gallinago nigripennis,125.6,81.0,34.9,15980.65,Observed,NA,NA,NA,NA,4000,del Hoyo (2020),4000,del Hoyo (2020); White et al. (2015),0,del Hoyo (2020),0,del Hoyo (2020); White et al. (2015),2000,2000,-14.69,34.84,0.00,249.00,3,112.0,flapping,2,B,2,2ry consumer,Terrestrial
Gallinago nobilis,138.4,91.0,34.2,19783.24,Observed,NA,NA,NA,NA,4100,del Hoyo (2020),4300,Quintero et al. (2018),2000,del Hoyo (2020),2000,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),3050,3150,2.25,7.65,0.00,40.77,3,192.4,flapping,2,B,1,2ry consumer,Terrestrial
Gallinago paraguaiae,115.8,72.0,38.0,13096.67,Observed,NA,NA,NA,NA,2900,del Hoyo (2020),2900,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),1450,1450,-15.93,55.98,0.00,188.00,3,109.4,flapping,2,B,2,2ry consumer,Terrestrial
Gallinago solitaria,160.2,89.2,44.3,22446.43,Observed,NA,NA,NA,NA,5000,del Hoyo (2020),5000,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),1500,del Hoyo (2020),0,White et al. (2015),3250,2500,48.47,61.06,32.87,1299.61,3,140.1,flapping,2,B,3,2ry consumer,Terrestrial
Gallinago stenura,126.8,68.2,46.5,13583.87,Observed,NA,NA,NA,NA,2500,White et al. (2015),2500,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),1250,1250,62.22,72.67,45.00,1574.15,3,113.0,flapping,2,B,3,2ry consumer,Terrestrial
Gallinago stricklandii,147.6,99.0,34.1,22953.10,Observed,NA,NA,NA,NA,3000,White et al. (2015),3000,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),1500,1500,-48.31,55.98,35.39,304.99,3,252.0,flapping,2,B,1,2ry consumer,Terrestrial
Gallinago undulata,154.8,112.8,27.1,27428.37,Observed,NA,NA,NA,NA,2200,White et al. (2015),2200,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),1100,1100,-10.77,31.85,0.00,166.37,3,312.4,flapping,2,B,1,2ry consumer,Terrestrial
Gallinula angulata,133.0,85.0,35.9,17757.85,Observed,NA,NA,NA,NA,2000,White et al. (2015),2000,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),1000,1000,-4.23,29.30,0.00,184.97,2,130.0,flapping,1,A,1,1ry consumer,Terrestrial
Gallinula chloropus,169.9,114.5,32.3,30557.56,Observed,47308.00,541.80,6.21,Claramunt et al. (2021); Malo et al. (2021); Viscor et al. (1987); Shiomi et al. (2024),4200,White et al. (2015),4400,Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),2100,2200,22.81,64.43,0.00,549.96,3,339.6,flapping,1,A,1,1ry consumer,Terrestrial
Gallinula melanops,125.0,82.5,34.0,16198.84,Observed,NA,NA,NA,NA,3000,White et al. (2015),3000,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),1500,1500,-23.34,45.15,0.00,289.40,2,191.0,flapping,1,A,1,1ry consumer,Terrestrial
Gallinula mortierii,185.5,165.8,10.6,48311.25,Observed,NA,NA,NA,NA,900,Quintero et al. (2018),900,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),450,450,-41.82,43.55,40.41,296.05,3,1291.8,flapping,1,A,1,1ry consumer,Terrestrial
Gallinula nesiotis,141.4,95.8,32.3,21278.20,Observed,NA,NA,NA,NA,900,White et al. (2015),900,White et al. (2015),0,White et al. (2015),0,White et al. (2015),450,450,-40.31,40.37,40.27,195.04,2,513.0,flapping,1,A,1,1ry consumer,Terrestrial
Gallinula silvestris,142.7,132.0,7.5,29588.15,Observed,NA,NA,NA,NA,580,White et al. (2015),580,White et al. (2015),0,White et al. (2015),0,White et al. (2015),290,290,-10.63,10.63,10.62,NA,1,450.0,flapping,1,A,1,1ry consumer,NA
Gallinula tenebrosa,197.2,134.8,33.2,41755.79,Observed,NA,NA,NA,NA,600,Quintero et al. (2018),600,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),300,300,-24.78,43.64,0.00,401.32,2,530.1,flapping,1,A,1,1ry consumer,Terrestrial
Gallinula ventralis,205.4,125.0,38.8,40330.20,Observed,NA,NA,NA,NA,600,del Hoyo (2020),700,Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),300,350,-27.18,38.91,14.76,534.28,2,386.3,flapping,1,A,2,1ry consumer,Terrestrial
Gallirallus australis,167.2,155.8,5.6,40918.87,Observed,NA,NA,NA,NA,1500,White et al. (2015),1500,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),750,750,-42.53,47.29,35.17,307.44,2,875.7,flightless,0,A,1,1ry consumer,Terrestrial
Gallirallus calayanensis,150.0,135.1,9.9,31832.19,Observed,NA,NA,NA,NA,300,del Hoyo (2020),300,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),150,150,19.32,19.35,19.29,166.93,1,244.0,flightless,0,B,1,2ry consumer,Terrestrial
Gallirallus insignis,138.0,130.3,5.6,28245.12,Observed,NA,NA,NA,NA,1130,White et al. (2015),1130,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),565,565,-5.47,6.32,4.14,37.37,1,353.1,flightless,0,C,1,1ry consumer,Terrestrial
Gallirallus okinawae,142.8,108.7,23.9,24382.47,Inferred,NA,NA,NA,NA,498,White et al. (2015),498,White et al. (2015),0,White et al. (2015),0,White et al. (2015),249,249,26.67,26.87,26.53,387.30,1,433.0,flapping,1,A,1,2ry consumer,Terrestrial
Gallirallus owstoni,112.0,95.0,15.2,16713.27,Observed,NA,NA,NA,NA,400,del Hoyo (2020),400,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),200,200,NA,NA,NA,NA,2,226.0,flapping,1,A,1,1ry consumer,Terrestrial
Gallirallus philippensis,141.5,100.3,26.5,22293.45,Observed,NA,NA,NA,NA,3600,White et al. (2015),3600,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),1800,1800,-14.9,47.29,0.00,198.75,2,205.9,flapping,1,A,1,1ry consumer,Terrestrial
Gallirallus rovianae,145.3,125.9,13.2,28735.00,Observed,NA,NA,NA,NA,1800,del Hoyo (2020),1800,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),900,900,-8.24,8.73,7.84,37.24,2,353.1,flightless,0,B,1,1ry consumer,Terrestrial
Gallirallus striatus,114.8,88.6,24.2,15977.01,Observed,NA,NA,NA,NA,1850,White et al. (2015),1850,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),925,925,15.54,32.52,0.00,308.57,2,116.0,flapping,1,A,1,1ry consumer,Terrestrial
Gallirallus sylvestris,138.6,113.8,16.2,24775.67,Observed,NA,NA,NA,NA,900,del Hoyo (2020),900,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),450,450,-31.58,31.59,31.54,214.80,1,494.4,flightless,0,A,1,2ry consumer,Terrestrial
Gallirallus torquatus,142.8,108.7,23.9,24382.47,Observed,NA,NA,NA,NA,1000,White et al. (2015),1000,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),500,500,5.92,19.00,0.00,70.50,3,280.0,flapping,1,A,1,2ry consumer,Terrestrial
Galloperdix bicalcarata,150.0,120.7,16.9,28439.27,Observed,NA,NA,NA,NA,2100,del Hoyo (2020),2100,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),1050,1050,7.28,8.79,6.01,117.67,1,290.9,flapping,1,A,1,1ry consumer,Terrestrial
Galloperdix lunulata,145.5,118.8,18.3,27151.84,Observed,NA,NA,NA,NA,900,White et al. (2015),900,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),450,450,19.69,27.40,8.70,370.48,2,254.4,flapping,1,A,1,1ry consumer,Terrestrial
Galloperdix spadicea,144.8,116.2,19.0,26429.84,Observed,NA,NA,NA,NA,2300,White et al. (2015),2300,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015),1150,1150,19.63,26.75,9.16,361.10,2,359.1,flapping,1,A,1,1ry consumer,Terrestrial
Gallus gallus,218.2,167.6,22.5,57444.52,Observed,127040.00,653.00,3.36,Viscor et al. (1987),2400,del Hoyo (2020),2400,del Hoyo (2020); Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),1200,1200,16.29,31.61,0.00,269.41,1,751.7,flapping,1,A,1,1ry consumer,Terrestrial
Gallus lafayetii,204.8,158.5,20.4,50989.31,Observed,NA,NA,NA,NA,2000,White et al. (2015),2000,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),1000,1000,7.55,9.26,5.92,131.20,1,825.0,flapping,1,A,1,1ry consumer,Terrestrial
Gallus sonneratii,218.0,168.3,21.2,57631.57,Observed,NA,NA,NA,NA,2400,del Hoyo (2020),2400,del Hoyo (2020); Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),1200,1200,17.96,26.83,8.07,307.68,1,840.8,flapping,1,A,1,1ry consumer,Terrestrial
Gallus varius,202.2,156.2,20.6,49611.47,Observed,NA,NA,NA,NA,2000,White et al. (2015),2000,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),1000,1000,-7.73,10.34,5.81,57.02,2,839.3,flapping,1,A,1,1ry consumer,Terrestrial
Gampsonyx swainsonii,147.7,96.8,36.5,22458.24,Observed,NA,NA,NA,NA,1000,del Hoyo (2020),1350,Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),500,675,-8.71,27.60,0.00,120.55,2,92.9,flapping,2,A,1,2ry consumer,Terrestrial
Gampsorhynchus rufulus,98.0,90.1,8.5,13869.82,Observed,NA,NA,NA,NA,1400,White et al. (2015),1400,White et al. (2015); Quintero et al. (2018),200,White et al. (2015),0,Quintero et al. (2018),800,700,24.71,28.90,17.39,367.84,1,37.0,flapping,1,A,1,2ry consumer,Terrestrial
Gampsorhynchus torquatus,98.8,89.3,8.4,13858.88,Observed,NA,NA,NA,NA,1800,del Hoyo (2020),1800,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020),900,900,18.49,23.20,3.15,252.63,2,37.0,flapping,1,A,1,2ry consumer,Terrestrial
Garrodia nereis,125.2,55.1,55.7,10836.17,Observed,15100.00,352.67,8.24,Malo et al. (2021); Shiomi et al. (2024),200,del Hoyo (2020),200,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),100,100,-48.05,63.76,29.07,158.92,3,38.2,flapping,3,A,2,2ry consumer,Marine
Garrulax affinis,101.8,93.8,6.9,14999.28,Observed,NA,NA,NA,NA,4600,del Hoyo (2020),4600,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),500,del Hoyo (2020),500,del Hoyo (2020); White et al. (2015),2550,2550,27.77,34.38,20.89,553.33,2,72.7,flapping,1,A,1,2ry consumer,Terrestrial
Garrulax albogularis,126.0,115.0,7.3,22760.84,Observed,NA,NA,NA,NA,3800,del Hoyo (2020),3800,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),300,del Hoyo (2020),300,del Hoyo (2020); White et al. (2015),2050,2050,29.74,37.60,22.03,641.35,1,97.6,flapping,1,A,1,1ry consumer,Terrestrial
Garrulax annamensis,91.5,87.0,5.0,12504.32,Observed,NA,NA,NA,NA,1510,White et al. (2015),1510,White et al. (2015); Quintero et al. (2018),915,White et al. (2015),915,White et al. (2015); Quintero et al. (2018),1212.5,1212.5,11.93,12.55,11.28,113.13,1,78.8,flapping,1,A,1,2ry consumer,Terrestrial
Garrulax austeni,90.6,85.6,5.5,12182.09,Observed,NA,NA,NA,NA,3000,White et al. (2015),3000,White et al. (2015); Quintero et al. (2018),1500,White et al. (2015),1500,White et al. (2015); Quintero et al. (2018),2250,2250,24.28,26.70,21.04,368.35,1,59.0,flapping,1,A,1,1ry consumer,Terrestrial
Garrulax berthemyi,114.2,103.1,8.4,18494.59,Observed,NA,NA,NA,NA,1800,White et al. (2015),1800,White et al. (2015); Quintero et al. (2018),600,White et al. (2015),600,White et al. (2015); Quintero et al. (2018),1200,1200,27.84,32.81,23.60,737.08,1,72.0,flapping,1,A,1,1ry consumer,Terrestrial
Garrulax bicolor,127.6,118.8,7.9,23811.51,Observed,NA,NA,NA,NA,2000,White et al. (2015),2000,White et al. (2015); Quintero et al. (2018),750,White et al. (2015),750,White et al. (2015); Quintero et al. (2018),1375,1375,0.9,5.61,0.00,33.97,1,123.4,flapping,1,A,1,2ry consumer,Terrestrial
Garrulax bieti,105.5,101.3,3.9,16787.34,Observed,NA,NA,NA,NA,4270,White et al. (2015),4270,White et al. (2015); Quintero et al. (2018),2500,White et al. (2015),2500,White et al. (2015); Quintero et al. (2018),3385,3385,27.66,28.56,26.78,587.21,1,78.6,flapping,1,A,1,1ry consumer,Terrestrial
Garrulax caerulatus,104.5,101.1,3.3,16595.38,Observed,NA,NA,NA,NA,2745,White et al. (2015),2745,White et al. (2015); Quintero et al. (2018),600,White et al. (2015),600,White et al. (2015); Quintero et al. (2018),1672.5,1672.5,27.31,30.45,25.05,484.98,1,85.7,flapping,1,A,1,1ry consumer,Terrestrial
Garrulax calvus,119.1,110.0,7.7,20579.00,Observed,NA,NA,NA,NA,1800,White et al. (2015),1800,White et al. (2015); Quintero et al. (2018),800,White et al. (2015),800,White et al. (2015); Quintero et al. (2018),1300,1300,4.15,6.30,2.34,28.31,1,78.6,flapping,1,A,1,2ry consumer,Terrestrial
Garrulax canorus,92.4,86.0,7.0,12482.18,Observed,NA,NA,NA,NA,1800,White et al. (2015),1800,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),900,900,27.21,35.77,16.52,665.46,2,62.8,flapping,1,A,1,2ry consumer,Terrestrial
Garrulax castanotis,115.2,106.6,5.6,19289.88,Observed,NA,NA,NA,NA,1700,White et al. (2015),1700,White et al. (2015); Quintero et al. (2018),400,White et al. (2015),400,White et al. (2015); Quintero et al. (2018),1050,1050,18.78,21.18,15.96,302.15,1,97.5,flapping,1,A,1,2ry consumer,Terrestrial
Garrulax chinensis,113.0,106.8,5.5,18957.00,Observed,NA,NA,NA,NA,1525,Quintero et al. (2018),1525,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),762.5,762.5,19.94,25.71,8.56,327.99,2,88.5,flapping,1,A,1,2ry consumer,Terrestrial
Garrulax chrysopterus,102.1,97.0,4.6,15556.70,Observed,NA,NA,NA,NA,3000,White et al. (2015),3000,White et al. (2015); Quintero et al. (2018),1280,White et al. (2015),1280,White et al. (2015); Quintero et al. (2018),2140,2140,25.09,29.21,18.20,438.38,1,71.7,flapping,1,A,1,1ry consumer,Terrestrial
Garrulax cineraceus,86.3,77.7,6.8,10532.99,Observed,NA,NA,NA,NA,2745,White et al. (2015),2745,White et al. (2015); Quintero et al. (2018),200,White et al. (2015),200,White et al. (2015); Quintero et al. (2018),1472.5,1472.5,28.33,35.62,21.38,697.60,1,49.0,flapping,1,A,1,2ry consumer,Terrestrial
Garrulax cinereifrons,113.4,104.8,8.4,18667.85,Observed,NA,NA,NA,NA,1520,White et al. (2015),1525,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),760,762.5,6.76,7.50,5.92,69.74,1,70.0,flapping,1,A,1,1ry consumer,Terrestrial
Garrulax courtoisi,99.0,82.3,16.9,12798.38,Observed,NA,NA,NA,NA,1600,Quintero et al. (2018),1600,Quintero et al. (2018),2,Quintero et al. (2018),2,Quintero et al. (2018),801,801,29.19,29.33,29.08,804.57,1,56.0,flapping,1,A,1,2ry consumer,Terrestrial
Garrulax davidi,89.2,81.0,7.5,11349.32,Observed,NA,NA,NA,NA,3300,White et al. (2015),3300,White et al. (2015); Quintero et al. (2018),800,White et al. (2015),800,White et al. (2015); Quintero et al. (2018),2050,2050,38.66,51.17,29.93,1025.38,2,56.2,flapping,1,A,1,1ry consumer,Terrestrial
Garrulax delesserti,106.7,101.3,5.4,16978.28,Observed,NA,NA,NA,NA,1220,White et al. (2015),1220,White et al. (2015); Quintero et al. (2018),155,White et al. (2015),155,White et al. (2015); Quintero et al. (2018),687.5,687.5,12.2,15.82,8.08,139.12,1,78.0,flapping,1,A,1,2ry consumer,Terrestrial
Garrulax elliotii,96.6,91.3,6.1,13853.76,Observed,NA,NA,NA,NA,4200,White et al. (2015),4200,White et al. (2015); Quintero et al. (2018),1000,White et al. (2015),1000,White et al. (2015); Quintero et al. (2018),2600,2600,33.04,40.06,24.07,807.53,1,45.0,flapping,1,A,1,2ry consumer,Terrestrial
Garrulax erythrocephalus,97.6,92.9,4.0,14242.47,Observed,NA,NA,NA,NA,3500,del Hoyo (2020),3500,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),300,del Hoyo (2020),300,del Hoyo (2020),1900,1900,28.77,32.67,26.67,563.69,1,71.7,flapping,1,A,1,1ry consumer,Terrestrial
Garrulax ferrarius,126.0,117.3,6.9,23216.06,Observed,NA,NA,NA,NA,1250,White et al. (2015),1250,White et al. (2015); Quintero et al. (2018),800,White et al. (2015),800,White et al. (2015); Quintero et al. (2018),1025,1025,11.97,12.19,11.69,109.81,1,131.5,flapping,1,A,1,2ry consumer,Terrestrial
Garrulax formosus,101.2,97.4,3.8,15483.15,Observed,NA,NA,NA,NA,3150,White et al. (2015),3150,White et al. (2015); Quintero et al. (2018),900,White et al. (2015),900,White et al. (2015); Quintero et al. (2018),2025,2025,28.13,32.89,22.11,617.19,1,94.5,flapping,1,A,1,2ry consumer,Terrestrial
Garrulax galbanus,93.7,87.0,9.6,12804.97,Observed,NA,NA,NA,NA,1300,White et al. (2015),1300,White et al. (2015); Quintero et al. (2018),610,White et al. (2015),610,White et al. (2015); Quintero et al. (2018),955,955,24.28,26.94,21.91,374.48,2,56.0,flapping,1,A,1,2ry consumer,Terrestrial
Garrulax gularis,102.1,96.0,5.5,15396.32,Observed,NA,NA,NA,NA,1300,White et al. (2015),1300,White et al. (2015); Quintero et al. (2018),90,White et al. (2015),90,White et al. (2015); Quintero et al. (2018),695,695,25.24,29.01,17.62,392.67,1,92.0,flapping,1,A,1,2ry consumer,Terrestrial
Garrulax henrici,102.8,96.4,6.8,15566.47,Observed,NA,NA,NA,NA,4570,White et al. (2015),4570,White et al. (2015); Quintero et al. (2018),1980,White et al. (2015),1980,White et al. (2015); Quintero et al. (2018),3275,3275,29.45,30.50,28.11,780.42,2,65.0,flapping,1,A,1,2ry consumer,Terrestrial
Garrulax imbricatus,76.6,73.0,5.3,8783.58,Observed,NA,NA,NA,NA,2900,White et al. (2015),2900,White et al. (2015); Quintero et al. (2018),900,White et al. (2015),900,White et al. (2015); Quintero et al. (2018),1900,1900,27.34,28.01,26.84,486.44,2,40.7,flapping,1,A,1,2ry consumer,Terrestrial
Garrulax konkakinhensis,96.0,91.9,4.3,13858.19,Observed,NA,NA,NA,NA,1750,White et al. (2015),1750,White et al. (2015); Quintero et al. (2018),1350,White et al. (2015),1350,White et al. (2015); Quintero et al. (2018),1550,1550,15.34,16.55,14.15,192.47,1,76.7,flapping,1,A,1,1ry consumer,Terrestrial
Garrulax leucolophus,131.1,123.4,5.7,25411.93,Observed,NA,NA,NA,NA,2135,White et al. (2015),2135,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),1067.5,1067.5,20.08,30.51,9.92,297.95,2,123.4,flapping,1,A,1,2ry consumer,Terrestrial
Garrulax lineatus,81.3,73.8,8.7,9424.68,Observed,NA,NA,NA,NA,4000,del Hoyo (2020),4000,del Hoyo (2020),600,del Hoyo (2020),600,del Hoyo (2020); White et al. (2015),2300,2300,33.11,39.84,26.79,758.46,2,40.7,flapping,1,A,1,2ry consumer,Terrestrial
Garrulax lugubris,121.6,109.2,10.3,20858.16,Observed,NA,NA,NA,NA,1600,White et al. (2015),1600,White et al. (2015); Quintero et al. (2018),500,White et al. (2015),500,White et al. (2015); Quintero et al. (2018),1050,1050,2.86,6.13,0.00,43.53,1,78.6,flapping,1,A,1,2ry consumer,Terrestrial
Garrulax lunulatus,105.1,98.0,6.7,16178.89,Observed,NA,NA,NA,NA,3660,White et al. (2015),3660,White et al. (2015); Quintero et al. (2018),1200,White et al. (2015),1200,White et al. (2015); Quintero et al. (2018),2430,2430,31.46,34.98,27.03,727.61,2,82.0,flapping,1,A,1,2ry consumer,Terrestrial
Garrulax maesi,124.0,114.4,7.7,22282.69,Observed,NA,NA,NA,NA,1700,White et al. (2015),1700,White et al. (2015); Quintero et al. (2018),380,White et al. (2015),380,White et al. (2015); Quintero et al. (2018),1040,1040,25.73,31.17,20.65,620.44,1,112.5,flapping,1,A,1,2ry consumer,Terrestrial
Garrulax maximus,132.8,126.6,6.4,26408.98,Observed,NA,NA,NA,NA,4115,White et al. (2015),4115,White et al. (2015); Quintero et al. (2018),2135,White et al. (2015),2135,White et al. (2015); Quintero et al. (2018),3125,3125,31.3,36.38,26.22,764.57,2,120.5,flapping,1,A,1,2ry consumer,Terrestrial
