Order_Clements,Family_Clements,Species_Clements,Species_BirdTree,Match.type,Daughter,Status
Charadriiformes,Jacanidae,Microparra capensis,Microparra capensis,1BT to 1CL,0,Extant
Psittaciformes,Psittaculidae,Micropsitta bruijnii,Micropsitta bruijnii,1BT to 1CL,0,Extant
Psittaciformes,Psittaculidae,Micropsitta finschii,Micropsitta finschii,1BT to 1CL,0,Extant
Psittaciformes,Psittaculidae,Micropsitta geelvinkiana,Micropsitta geelvinkiana,1BT to 1CL,0,Extant
Psittaciformes,Psittaculidae,Micropsitta keiensis,Micropsitta keiensis,1BT to 1CL,0,Extant
Psittaciformes,Psittaculidae,Micropsitta meeki,Micropsitta meeki,1BT to 1CL,0,Extant
Psittaciformes,Psittaculidae,Micropsitta pusio,Micropsitta pusio,1BT to 1CL,0,Extant
Piciformes,Picidae,Micropternus brachyurus,Celeus brachyurus,1BT to 1CL,0,Extant
Passeriformes,Meliphagidae,Microptilotis albonotatus,Meliphaga albonotata,1BT to 1CL,0,Extant
Passeriformes,Meliphagidae,Microptilotis analogus,Meliphaga analoga,1BT to 1CL,0,Extant
Passeriformes,Meliphagidae,Microptilotis flavirictus,Meliphaga flavirictus,1BT to 1CL,0,Extant
Passeriformes,Meliphagidae,Microptilotis mimikae,Meliphaga mimikae,1BT to 1CL,0,Extant
Passeriformes,Meliphagidae,Microptilotis montanus,Meliphaga montana,1BT to 1CL,0,Extant
Passeriformes,Meliphagidae,Microptilotis orientalis,Meliphaga orientalis,1BT to 1CL,0,Extant
Passeriformes,Meliphagidae,Microptilotis vicina,Meliphaga vicina,1BT to 1CL,0,Extant
Gruiformes,Rallidae,Micropygia schomburgkii,Micropygia schomburgkii,1BT to 1CL,0,Extant
Passeriformes,Thamnophilidae,Microrhopias quixensis,Microrhopias quixensis,1BT to 1CL,0,Extant
Passeriformes,Thraupidae,Microspingus alticola,Poospiza alticola,1BT to 1CL,0,Extant
Passeriformes,Thraupidae,Microspingus cabanisi,Poospiza cabanisi,1BT to 1CL,0,Extant
Passeriformes,Thraupidae,Microspingus cinereus,Poospiza cinerea,1BT to 1CL,0,Extant
Passeriformes,Thraupidae,Microspingus erythrophrys,Poospiza erythrophrys,1BT to 1CL,0,Extant
Passeriformes,Thraupidae,Microspingus lateralis,Poospiza lateralis,1BT to 1CL,0,Extant
Passeriformes,Thraupidae,Microspingus melanoleucus,Poospiza melanoleuca,1BT to 1CL,0,Extant
Passeriformes,Thraupidae,Microspingus torquatus,Poospiza torquata,1BT to 1CL,0,Extant
Passeriformes,Thraupidae,Microspingus trifasciatus,Hemispingus trifasciatus,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Microstilbon burmeisteri,Microstilbon burmeisteri,1BT to 1CL,0,Extant
Passeriformes,Furnariidae,Microxenops milleri,Xenops milleri,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Milvus migrans,Milvus migrans,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Milvus milvus,Milvus milvus,1BT to 1CL,0,Extant
Passeriformes,Mimidae,Mimus dorsalis,Mimus dorsalis,1BT to 1CL,0,Extant
Passeriformes,Mimidae,Mimus gilvus,Mimus gilvus,1BT to 1CL,0,Extant
Passeriformes,Mimidae,Mimus graysoni,Mimus graysoni,1BT to 1CL,0,Extant
Passeriformes,Mimidae,Mimus gundlachii,Mimus gundlachii,1BT to 1CL,0,Extant
Passeriformes,Mimidae,Mimus longicaudatus,Mimus longicaudatus,1BT to 1CL,0,Extant
Passeriformes,Mimidae,Mimus macdonaldi,Mimus macdonaldi,1BT to 1CL,0,Extant
Passeriformes,Mimidae,Mimus melanotis,Mimus melanotis,1BT to 1CL,0,Extant
Passeriformes,Mimidae,Mimus parvulus,Mimus parvulus,1BT to 1CL,0,Extant
Passeriformes,Mimidae,Mimus patagonicus,Mimus patagonicus,1BT to 1CL,0,Extant
Passeriformes,Mimidae,Mimus polyglottos,Mimus polyglottos,1BT to 1CL,0,Extant
Passeriformes,Mimidae,Mimus saturninus,Mimus saturninus,1BT to 1CL,0,Extant
Passeriformes,Mimidae,Mimus thenca,Mimus thenca,1BT to 1CL,0,Extant
Passeriformes,Mimidae,Mimus trifasciatus,Mimus trifasciatus,1BT to 1CL,0,Extant
Passeriformes,Mimidae,Mimus triurus,Mimus triurus,1BT to 1CL,0,Extant
Passeriformes,Leiothrichidae,Minla ignotincta,Minla ignotincta,1BT to 1CL,0,Extant
Passeriformes,Sturnidae,Mino anais,Mino anais,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Mionectes oleagineus,Mionectes oleagineus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Mionectes rufiventris,Mionectes rufiventris,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Mionectes striaticollis,Mionectes striaticollis,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Mirafra affinis,Mirafra affinis,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Mirafra africana,Mirafra africana,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Mirafra albicauda,Mirafra albicauda,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Mirafra angolensis,Mirafra angolensis,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Mirafra ashi,Mirafra ashi,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Mirafra assamica,Mirafra assamica,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Mirafra cheniana,Mirafra cheniana,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Mirafra collaris,Mirafra collaris,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Mirafra cordofanica,Mirafra cordofanica,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Mirafra erythrocephala,Mirafra erythrocephala,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Mirafra erythroptera,Mirafra erythroptera,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Mirafra gilletti,Mirafra gilletti,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Mirafra hypermetra,Mirafra hypermetra,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Mirafra javanica,Mirafra javanica,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Mirafra microptera,Mirafra microptera,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Mirafra passerina,Mirafra passerina,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Mirafra pulpa,Mirafra pulpa,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Mirafra rufa,Mirafra rufa,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Mirafra rufocinnamomea,Mirafra rufocinnamomea,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Mirafra somalica,Mirafra somalica,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Mirafra williamsi,Mirafra williamsi,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Mitrephanes olivaceus,Mitrephanes olivaceus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Mitrephanes phaeocercus,Mitrephanes phaeocercus,1BT to 1CL,0,Extant
Passeriformes,Mitrospingidae,Mitrospingus cassinii,Mitrospingus cassinii,1BT to 1CL,0,Extant
Passeriformes,Mitrospingidae,Mitrospingus oleagineus,Mitrospingus oleagineus,1BT to 1CL,0,Extant
Galliformes,Cracidae,Mitu mitu,Mitu mitu,1BT to 1CL,0,Extant
Galliformes,Cracidae,Mitu salvini,Mitu salvini,1BT to 1CL,0,Extant
Galliformes,Cracidae,Mitu tomentosum,Mitu tomentosum,1BT to 1CL,0,Extant
Galliformes,Cracidae,Mitu tuberosum,Mitu tuberosum,1BT to 1CL,0,Extant
Passeriformes,Timaliidae,Mixornis bornensis,Macronous bornensis,1BT to 1CL,0,Extant
Passeriformes,Timaliidae,Mixornis flavicollis,Macronous flavicollis,1BT to 1CL,0,Extant
Passeriformes,Timaliidae,Mixornis gularis,Macronous gularis,1BT to 1CL,0,Extant
Passeriformes,Timaliidae,Mixornis kelleyi,Macronous kelleyi,1BT to 1CL,0,Extant
Passeriformes,Parulidae,Mniotilta varia,Mniotilta varia,1BT to 1CL,0,Extant
Passeriformes,Modulatricidae,Modulatrix stictigula,Modulatrix stictigula,1BT to 1CL,0,Extant
Passeriformes,Mohouidae,Mohoua albicilla,Mohoua albicilla,1BT to 1CL,0,Extant
Passeriformes,Mohouidae,Mohoua novaeseelandiae,Mohoua novaeseelandiae,1BT to 1CL,0,Extant
Passeriformes,Mohouidae,Mohoua ochrocephala,Mohoua ochrocephala,1BT to 1CL,0,Extant
Passeriformes,Icteridae,Molothrus ater,Molothrus ater,1BT to 1CL,0,Extant
Passeriformes,Icteridae,Molothrus bonariensis,Molothrus bonariensis,1BT to 1CL,0,Extant
Passeriformes,Icteridae,Molothrus oryzivorus,Molothrus oryzivorus,1BT to 1CL,0,Extant
Passeriformes,Icteridae,Molothrus rufoaxillaris,Molothrus rufoaxillaris,1BT to 1CL,0,Extant
Coraciiformes,Momotidae,Momotus aequatorialis,Momotus aequatorialis,1BT to 1CL,0,Extant
Coraciiformes,Momotidae,Momotus mexicanus,Momotus mexicanus,1BT to 1CL,0,Extant
Passeriformes,Petroicidae,Monachella muelleriana,Monachella muelleriana,1BT to 1CL,0,Extant
Passeriformes,Monarchidae,Monarcha castaneiventris,Monarcha castaneiventris,1BT to 1CL,0,Extant
Passeriformes,Monarchidae,Monarcha cinerascens,Monarcha cinerascens,1BT to 1CL,0,Extant
Passeriformes,Monarchidae,Monarcha erythrostictus,Monarcha erythrostictus,1BT to 1CL,0,Extant
Passeriformes,Monarchidae,Monarcha frater,Monarcha frater,1BT to 1CL,0,Extant
Passeriformes,Monarchidae,Monarcha godeffroyi,Monarcha godeffroyi,1BT to 1CL,0,Extant
Passeriformes,Monarchidae,Monarcha melanopsis,Monarcha melanopsis,1BT to 1CL,0,Extant
Passeriformes,Monarchidae,Monarcha richardsii,Monarcha richardsii,1BT to 1CL,0,Extant
Passeriformes,Monarchidae,Monarcha takatsukasae,Monarcha takatsukasae,1BT to 1CL,0,Extant
Galbuliformes,Bucconidae,Monasa atra,Monasa atra,1BT to 1CL,0,Extant
Galbuliformes,Bucconidae,Monasa flavirostris,Monasa flavirostris,1BT to 1CL,0,Extant
Galbuliformes,Bucconidae,Monasa morphoeus,Monasa morphoeus,1BT to 1CL,0,Extant
Galbuliformes,Bucconidae,Monasa nigrifrons,Monasa nigrifrons,1BT to 1CL,0,Extant
Mesitornithiformes,Mesitornithidae,Monias benschi,Monias benschi,1BT to 1CL,0,Extant
Passeriformes,Leiothrichidae,Montecincla fairbanki,Strophocincla fairbanki,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Monticola angolensis,Monticola angolensis,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Monticola brevipes,Monticola brevipes,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Monticola cinclorhyncha,Monticola cinclorhynchus,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Monticola explorator,Monticola explorator,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Monticola gularis,Monticola gularis,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Monticola imerina,Monticola imerinus,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Monticola rufiventris,Monticola rufiventris,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Monticola rufocinereus,Monticola rufocinereus,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Monticola rupestris,Monticola rupestris,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Monticola saxatilis,Monticola saxatilis,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Monticola solitarius,Monticola solitarius,1BT to 1CL,0,Extant
Passeriformes,Passeridae,Montifringilla adamsi,Montifringilla adamsi,1BT to 1CL,0,Extant
Passeriformes,Passeridae,Montifringilla blanfordi,Montifringilla blanfordi,1BT to 1CL,0,Extant
Passeriformes,Passeridae,Montifringilla davidiana,Montifringilla davidiana,1BT to 1CL,0,Extant
Passeriformes,Passeridae,Montifringilla ruficollis,Montifringilla ruficollis,1BT to 1CL,0,Extant
Passeriformes,Passeridae,Montifringilla taczanowskii,Montifringilla taczanowskii,1BT to 1CL,0,Extant
Passeriformes,Passeridae,Montifringilla theresae,Montifringilla theresae,1BT to 1CL,0,Extant
Cuculiformes,Cuculidae,Morococcyx erythropygus,Morococcyx erythropygus,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Morphnarchus princeps,Leucopternis princeps,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Morphnus guianensis,Morphnus guianensis,1BT to 1CL,0,Extant
Suliformes,Sulidae,Morus bassanus,Morus bassanus,1BT to 1CL,0,Extant
Suliformes,Sulidae,Morus capensis,Morus capensis,1BT to 1CL,0,Extant
Suliformes,Sulidae,Morus serrator,Morus serrator,1BT to 1CL,0,Extant
Passeriformes,Motacillidae,Motacilla aguimp,Motacilla aguimp,1BT to 1CL,0,Extant
Passeriformes,Motacillidae,Motacilla alba,Motacilla alba,1BT to 1CL,0,Extant
Passeriformes,Motacillidae,Motacilla bocagii,Amaurocichla bocagei,1BT to 1CL,0,Extant
Passeriformes,Motacillidae,Motacilla capensis,Motacilla capensis,1BT to 1CL,0,Extant
Passeriformes,Motacillidae,Motacilla cinerea,Motacilla cinerea,1BT to 1CL,0,Extant
Passeriformes,Motacillidae,Motacilla citreola,Motacilla citreola,1BT to 1CL,0,Extant
Passeriformes,Motacillidae,Motacilla clara,Motacilla clara,1BT to 1CL,0,Extant
Passeriformes,Motacillidae,Motacilla flaviventris,Motacilla flaviventris,1BT to 1CL,0,Extant
Passeriformes,Motacillidae,Motacilla grandis,Motacilla grandis,1BT to 1CL,0,Extant
Passeriformes,Motacillidae,Motacilla maderaspatensis,Motacilla madaraspatensis,1BT to 1CL,0,Extant
Passeriformes,Motacillidae,Motacilla samveasnae,Motacilla samveasnae,1BT to 1CL,0,Extant
Passeriformes,Sylviidae,Moupinia poecilotis,Chrysomma poecilotis,1BT to 1CL,0,Extant
Piciformes,Picidae,Mulleripicus fulvus,Mulleripicus fulvus,1BT to 1CL,0,Extant
Piciformes,Picidae,Mulleripicus pulverulentus,Mulleripicus pulverulentus,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Muscicapa adusta,Muscicapa adusta,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Muscicapa aquatica,Muscicapa aquatica,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Muscicapa cassini,Muscicapa cassini,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Muscicapa epulata,Muscicapa epulata,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Muscicapa ferruginea,Muscicapa ferruginea,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Muscicapa gambagae,Muscicapa gambagae,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Muscicapa griseisticta,Muscicapa griseisticta,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Muscicapa muttui,Muscicapa muttui,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Muscicapa randi,Muscicapa randi,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Muscicapa segregata,Muscicapa segregata,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Muscicapa sethsmithi,Muscicapa sethsmithi,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Muscicapa sibirica,Muscicapa sibirica,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Muscicapa striata,Muscicapa striata,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Muscigralla brevicauda,Muscigralla brevicauda,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Muscipipra vetula,Muscipipra vetula,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Muscisaxicola albifrons,Muscisaxicola albifrons,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Muscisaxicola albilora,Muscisaxicola albilora,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Muscisaxicola alpinus,Muscisaxicola alpinus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Muscisaxicola capistratus,Muscisaxicola capistratus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Muscisaxicola cinereus,Muscisaxicola cinereus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Muscisaxicola flavinucha,Muscisaxicola flavinucha,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Muscisaxicola frontalis,Muscisaxicola frontalis,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Muscisaxicola griseus,Muscisaxicola griseus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Muscisaxicola juninensis,Muscisaxicola juninensis,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Muscisaxicola maclovianus,Muscisaxicola maclovianus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Muscisaxicola maculirostris,Muscisaxicola maculirostris,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Muscisaxicola rufivertex,Muscisaxicola rufivertex,1BT to 1CL,0,Extant
Musophagiformes,Musophagidae,Musophaga rossae,Musophaga rossae,1BT to 1CL,0,Extant
Musophagiformes,Musophagidae,Musophaga violacea,Musophaga violacea,1BT to 1CL,0,Extant
Gruiformes,Rallidae,Mustelirallus albicollis,Porzana albicollis,1BT to 1CL,0,Extant
Gruiformes,Rallidae,Mustelirallus colombianus,Neocrex colombiana,1BT to 1CL,0,Extant
Gruiformes,Rallidae,Mustelirallus erythrops,Neocrex erythrops,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Myadestes coloratus,Myadestes coloratus,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Myadestes elisabeth,Myadestes elisabeth,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Myadestes genibarbis,Myadestes genibarbis,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Myadestes lanaiensis,Myadestes lanaiensis,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Myadestes melanops,Myadestes melanops,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Myadestes obscurus,Myadestes obscurus,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Myadestes occidentalis,Myadestes occidentalis,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Myadestes palmeri,Myadestes palmeri,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Myadestes ralloides,Myadestes ralloides,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Myadestes townsendi,Myadestes townsendi,1BT to 1CL,0,Extant
Passeriformes,Turdidae,Myadestes unicolor,Myadestes unicolor,1BT to 1CL,0,Extant
Passeriformes,Fringillidae,Mycerobas affinis,Mycerobas affinis,1BT to 1CL,0,Extant
Passeriformes,Fringillidae,Mycerobas carnipes,Mycerobas carnipes,1BT to 1CL,0,Extant
Passeriformes,Fringillidae,Mycerobas icterioides,Mycerobas icterioides,1BT to 1CL,0,Extant
Passeriformes,Fringillidae,Mycerobas melanozanthos,Mycerobas melanozanthos,1BT to 1CL,0,Extant
Ciconiiformes,Ciconiidae,Mycteria americana,Mycteria americana,1BT to 1CL,0,Extant
Ciconiiformes,Ciconiidae,Mycteria cinerea,Mycteria cinerea,1BT to 1CL,0,Extant
Ciconiiformes,Ciconiidae,Mycteria ibis,Mycteria ibis,1BT to 1CL,0,Extant
Ciconiiformes,Ciconiidae,Mycteria leucocephala,Mycteria leucocephala,1BT to 1CL,0,Extant
Passeriformes,Monarchidae,Myiagra albiventris,Myiagra albiventris,1BT to 1CL,0,Extant
Passeriformes,Monarchidae,Myiagra alecto,Myiagra alecto,1BT to 1CL,0,Extant
Passeriformes,Monarchidae,Myiagra atra,Myiagra atra,1BT to 1CL,0,Extant
Passeriformes,Monarchidae,Myiagra caledonica,Myiagra caledonica,1BT to 1CL,0,Extant
Passeriformes,Monarchidae,Myiagra cervinicauda,Myiagra cervinicauda,1BT to 1CL,0,Extant
Passeriformes,Monarchidae,Myiagra cyanoleuca,Myiagra cyanoleuca,1BT to 1CL,0,Extant
Passeriformes,Monarchidae,Myiagra erythrops,Myiagra erythrops,1BT to 1CL,0,Extant
Passeriformes,Monarchidae,Myiagra ferrocyanea,Myiagra ferrocyanea,1BT to 1CL,0,Extant
Passeriformes,Monarchidae,Myiagra galeata,Myiagra galeata,1BT to 1CL,0,Extant
Passeriformes,Monarchidae,Myiagra hebetior,Myiagra hebetior,1BT to 1CL,0,Extant
Passeriformes,Monarchidae,Myiagra oceanica,Myiagra oceanica,1BT to 1CL,0,Extant
Passeriformes,Monarchidae,Myiagra pluto,Myiagra pluto,1BT to 1CL,0,Extant
Passeriformes,Monarchidae,Myiagra rubecula,Myiagra rubecula,1BT to 1CL,0,Extant
Passeriformes,Monarchidae,Myiagra ruficollis,Myiagra ruficollis,1BT to 1CL,0,Extant
Passeriformes,Monarchidae,Myiagra vanikorensis,Myiagra vanikorensis,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiarchus antillarum,Myiarchus antillarum,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiarchus apicalis,Myiarchus apicalis,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiarchus barbirostris,Myiarchus barbirostris,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiarchus cephalotes,Myiarchus cephalotes,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiarchus cinerascens,Myiarchus cinerascens,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiarchus crinitus,Myiarchus crinitus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiarchus ferox,Myiarchus ferox,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiarchus magnirostris,Myiarchus magnirostris,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiarchus nugator,Myiarchus nugator,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiarchus nuttingi,Myiarchus nuttingi,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiarchus oberi,Myiarchus oberi,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiarchus panamensis,Myiarchus panamensis,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiarchus phaeocephalus,Myiarchus phaeocephalus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiarchus sagrae,Myiarchus sagrae,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiarchus semirufus,Myiarchus semirufus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiarchus stolidus,Myiarchus stolidus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiarchus swainsoni,Myiarchus swainsoni,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiarchus tuberculifer,Myiarchus tuberculifer,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiarchus tyrannulus,Myiarchus tyrannulus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiarchus validus,Myiarchus validus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiarchus venezuelensis,Myiarchus venezuelensis,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiarchus yucatanensis,Myiarchus yucatanensis,1BT to 1CL,0,Extant
Passeriformes,Oxyruncidae,Myiobius atricaudus,Myiobius atricaudus,1BT to 1CL,0,Extant
Passeriformes,Oxyruncidae,Myiobius barbatus,Myiobius barbatus,1BT to 1CL,0,Extant
Passeriformes,Oxyruncidae,Myiobius sulphureipygius,Myiobius sulphureipygius,1BT to 1CL,0,Extant
Passeriformes,Oxyruncidae,Myiobius villosus,Myiobius villosus,1BT to 1CL,0,Extant
Passeriformes,Parulidae,Myioborus albifacies,Myioborus albifacies,1BT to 1CL,0,Extant
Passeriformes,Parulidae,Myioborus albifrons,Myioborus albifrons,1BT to 1CL,0,Extant
Passeriformes,Parulidae,Myioborus brunniceps,Myioborus brunniceps,1BT to 1CL,0,Extant
Passeriformes,Parulidae,Myioborus cardonai,Myioborus cardonai,1BT to 1CL,0,Extant
Passeriformes,Parulidae,Myioborus castaneocapilla,Myioborus castaneocapilla,1BT to 1CL,0,Extant
Passeriformes,Parulidae,Myioborus flavivertex,Myioborus flavivertex,1BT to 1CL,0,Extant
Passeriformes,Parulidae,Myioborus melanocephalus,Myioborus melanocephalus,1BT to 1CL,0,Extant
Passeriformes,Parulidae,Myioborus miniatus,Myioborus miniatus,1BT to 1CL,0,Extant
Passeriformes,Parulidae,Myioborus ornatus,Myioborus ornatus,1BT to 1CL,0,Extant
Passeriformes,Parulidae,Myioborus pariae,Myioborus pariae,1BT to 1CL,0,Extant
Passeriformes,Parulidae,Myioborus pictus,Myioborus pictus,1BT to 1CL,0,Extant
Passeriformes,Parulidae,Myioborus torquatus,Myioborus torquatus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiodynastes bairdii,Myiodynastes bairdii,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiodynastes chrysocephalus,Myiodynastes chrysocephalus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiodynastes hemichrysus,Myiodynastes hemichrysus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiodynastes luteiventris,Myiodynastes luteiventris,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiodynastes maculatus,Myiodynastes maculatus,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Myiomela diana,Cinclidium diana,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Myiomela leucura,Cinclidium leucurum,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiopagis caniceps,Myiopagis caniceps,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiopagis cotta,Myiopagis cotta,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiopagis flavivertex,Myiopagis flavivertex,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiopagis gaimardii,Myiopagis gaimardii,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiopagis olallai,Myiopagis olallai,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiopagis subplacens,Myiopagis subplacens,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiopagis viridicata,Myiopagis viridicata,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiophobus cryptoxanthus,Myiophobus cryptoxanthus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiophobus fasciatus,Myiophobus fasciatus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiophobus flavicans,Myiophobus flavicans,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiophobus inornatus,Myiophobus inornatus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiophobus phoenicomitra,Myiophobus phoenicomitra,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiophobus roraimae,Myiophobus roraimae,1BT to 1CL,0,Extant
Psittaciformes,Psittacidae,Myiopsitta monachus,Myiopsitta monachus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiornis albiventris,Myiornis albiventris,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiornis atricapillus,Myiornis atricapillus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiornis auricularis,Myiornis auricularis,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiornis ecaudatus,Myiornis ecaudatus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Myiotheretes fumigatus,Myiotheretes fumigatus,1BT to 1CL,0,Extant
