Order_Clements,Family_Clements,Species_Clements,Species_BirdTree,Match.type,Daughter,Status
Caprimulgiformes,Trochilidae,Abeillia abeillei,Abeillia abeillei,1BT to 1CL,0,Extant
Passeriformes,Scotocercidae,Abroscopus albogularis,Abroscopus albogularis,1BT to 1CL,0,Extant
Passeriformes,Scotocercidae,Abroscopus schisticeps,Abroscopus schisticeps,1BT to 1CL,0,Extant
Passeriformes,Scotocercidae,Abroscopus superciliaris,Abroscopus superciliaris,1BT to 1CL,0,Extant
Galliformes,Cracidae,Aburria aburri,Aburria aburri,1BT to 1CL,0,Extant
Passeriformes,Meliphagidae,Acanthagenys rufogularis,Acanthagenys rufogularis,1BT to 1CL,0,Extant
Passeriformes,Thraupidae,Acanthidops bairdi,Acanthidops bairdii,1BT to 1CL,0,Extant
Passeriformes,Fringillidae,Acanthis hornemanni,Carduelis hornemanni,1BT to 1CL,0,Extant
Passeriformes,Acanthisittidae,Acanthisitta chloris,Acanthisitta chloris,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Acanthiza apicalis,Acanthiza apicalis,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Acanthiza chrysorrhoa,Acanthiza chrysorrhoa,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Acanthiza cinerea,Gerygone cinerea,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Acanthiza ewingii,Acanthiza ewingii,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Acanthiza inornata,Acanthiza inornata,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Acanthiza iredalei,Acanthiza iredalei,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Acanthiza katherina,Acanthiza katherina,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Acanthiza lineata,Acanthiza lineata,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Acanthiza murina,Acanthiza murina,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Acanthiza nana,Acanthiza nana,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Acanthiza pusilla,Acanthiza pusilla,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Acanthiza reguloides,Acanthiza reguloides,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Acanthiza robustirostris,Acanthiza robustirostris,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Acanthiza uropygialis,Acanthiza uropygialis,1BT to 1CL,0,Extant
Passeriformes,Meliphagidae,Acanthorhynchus superciliosus,Acanthorhynchus superciliosus,1BT to 1CL,0,Extant
Passeriformes,Meliphagidae,Acanthorhynchus tenuirostris,Acanthorhynchus tenuirostris,1BT to 1CL,0,Extant
Passeriformes,Acanthizidae,Acanthornis magna,Acanthornis magna,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter albogularis,Accipiter albogularis,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter badius,Accipiter badius,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter brachyurus,Accipiter brachyurus,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter brevipes,Accipiter brevipes,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter butleri,Accipiter butleri,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter castanilius,Accipiter castanilius,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter cirrocephalus,Accipiter cirrocephalus,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter cooperii,Accipiter cooperii,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter erythrauchen,Accipiter erythrauchen,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter erythropus,Accipiter erythropus,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter fasciatus,Accipiter fasciatus,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter francesiae,Accipiter francesiae,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter gentilis,Accipiter gentilis,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter griseiceps,Accipiter griseiceps,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter gularis,Accipiter gularis,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter gundlachi,Accipiter gundlachi,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter haplochrous,Accipiter haplochrous,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter henicogrammus,Accipiter henicogrammus,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter henstii,Accipiter henstii,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter imitator,Accipiter imitator,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter luteoschistaceus,Accipiter luteoschistaceus,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter madagascariensis,Accipiter madagascariensis,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter melanochlamys,Accipiter melanochlamys,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter melanoleucus,Accipiter melanoleucus,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter meyerianus,Accipiter meyerianus,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter minullus,Accipiter minullus,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter nanus,Accipiter nanus,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter nisus,Accipiter nisus,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter ovampensis,Accipiter ovampensis,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter poliocephalus,Accipiter poliocephalus,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter poliogaster,Accipiter poliogaster,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter princeps,Accipiter princeps,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter rhodogaster,Accipiter rhodogaster,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter rufitorques,Accipiter rufitorques,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter rufiventris,Accipiter rufiventris,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter soloensis,Accipiter soloensis,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter tachiro,Accipiter tachiro,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter trinotatus,Accipiter trinotatus,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter trivirgatus,Accipiter trivirgatus,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Accipiter virgatus,Accipiter virgatus,1BT to 1CL,0,Extant
Bucerotiformes,Bucerotidae,Aceros nipalensis,Aceros nipalensis,1BT to 1CL,0,Extant
Passeriformes,Macrosphenidae,Achaetops pycnopygius,Achaetops pycnopygius,1BT to 1CL,0,Extant
Passeriformes,Sturnidae,Acridotheres albocinctus,Acridotheres albocinctus,1BT to 1CL,0,Extant
Passeriformes,Sturnidae,Acridotheres burmannicus,Sturnus burmannicus,1BT to 1CL,0,Extant
Passeriformes,Sturnidae,Acridotheres cinereus,Acridotheres cinereus,1BT to 1CL,0,Extant
Passeriformes,Sturnidae,Acridotheres cristatellus,Acridotheres cristatellus,1BT to 1CL,0,Extant
Passeriformes,Sturnidae,Acridotheres fuscus,Acridotheres fuscus,1BT to 1CL,0,Extant
Passeriformes,Sturnidae,Acridotheres ginginianus,Acridotheres ginginianus,1BT to 1CL,0,Extant
Passeriformes,Sturnidae,Acridotheres melanopterus,Sturnus melanopterus,1BT to 1CL,0,Extant
Passeriformes,Sturnidae,Acridotheres tristis,Acridotheres tristis,1BT to 1CL,0,Extant
Passeriformes,Furnariidae,Acrobatornis fonsecai,Acrobatornis fonsecai,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus aequinoctialis,Acrocephalus aequinoctialis,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus agricola,Acrocephalus agricola,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus atyphus,Acrocephalus atyphus,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus australis,Acrocephalus australis,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus bistrigiceps,Acrocephalus bistrigiceps,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus brevipennis,Acrocephalus brevipennis,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus concinens,Acrocephalus concinens,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus dumetorum,Acrocephalus dumetorum,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus familiaris,Acrocephalus familiaris,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus gracilirostris,Acrocephalus gracilirostris,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus griseldis,Acrocephalus griseldis,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus kerearako,Acrocephalus kerearako,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus melanopogon,Acrocephalus melanopogon,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus newtoni,Acrocephalus newtoni,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus orinus,Acrocephalus orinus,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus paludicola,Acrocephalus paludicola,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus palustris,Acrocephalus palustris,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus rehsei,Acrocephalus rehsei,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus rimitarae,Acrocephalus rimatarae,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus rodericanus,Acrocephalus rodericanus,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus rufescens,Acrocephalus rufescens,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus schoenobaenus,Acrocephalus schoenobaenus,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus scirpaceus,Acrocephalus scirpaceus,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus sechellensis,Acrocephalus sechellensis,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus sorghophilus,Acrocephalus sorghophilus,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus stentoreus,Acrocephalus stentoreus,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus syrinx,Acrocephalus syrinx,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus taiti,Acrocephalus taiti,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus tangorum,Acrocephalus tangorum,1BT to 1CL,0,Extant
Passeriformes,Acrocephalidae,Acrocephalus vaughani,Acrocephalus vaughani,1BT to 1CL,0,Extant
Passeriformes,Rhinocryptidae,Acropternis orthonyx,Acropternis orthonyx,1BT to 1CL,0,Extant
Galliformes,Numididae,Acryllium vulturinum,Acryllium vulturinum,1BT to 1CL,0,Extant
Coraciiformes,Alcedinidae,Actenoides bougainvillei,Actenoides bougainvillei,1BT to 1CL,0,Extant
Coraciiformes,Alcedinidae,Actenoides concretus,Actenoides concretus,1BT to 1CL,0,Extant
Coraciiformes,Alcedinidae,Actenoides hombroni,Actenoides hombroni,1BT to 1CL,0,Extant
Coraciiformes,Alcedinidae,Actenoides lindsayi,Actenoides lindsayi,1BT to 1CL,0,Extant
Coraciiformes,Alcedinidae,Actenoides monachus,Actenoides monachus,1BT to 1CL,0,Extant
Coraciiformes,Alcedinidae,Actenoides princeps,Actenoides princeps,1BT to 1CL,0,Extant
Passeriformes,Leiothrichidae,Actinodura cyanouroptera,Minla cyanouroptera,1BT to 1CL,0,Extant
Passeriformes,Leiothrichidae,Actinodura egertoni,Actinodura egertoni,1BT to 1CL,0,Extant
Passeriformes,Leiothrichidae,Actinodura morrisoniana,Actinodura morrisoniana,1BT to 1CL,0,Extant
Passeriformes,Leiothrichidae,Actinodura nipalensis,Actinodura nipalensis,1BT to 1CL,0,Extant
Passeriformes,Leiothrichidae,Actinodura ramsayi,Actinodura ramsayi,1BT to 1CL,0,Extant
Passeriformes,Leiothrichidae,Actinodura sodangorum,Actinodura sodangorum,1BT to 1CL,0,Extant
Passeriformes,Leiothrichidae,Actinodura souliei,Actinodura souliei,1BT to 1CL,0,Extant
Passeriformes,Leiothrichidae,Actinodura strigula,Minla strigula,1BT to 1CL,0,Extant
Passeriformes,Leiothrichidae,Actinodura waldeni,Actinodura waldeni,1BT to 1CL,0,Extant
Charadriiformes,Scolopacidae,Actitis hypoleucos,Actitis hypoleucos,1BT to 1CL,0,Extant
Charadriiformes,Scolopacidae,Actitis macularius,Actitis macularius,1BT to 1CL,0,Extant
Charadriiformes,Jacanidae,Actophilornis africanus,Actophilornis africanus,1BT to 1CL,0,Extant
Charadriiformes,Jacanidae,Actophilornis albinucha,Actophilornis albinucha,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Adelomyia melanogenys,Adelomyia melanogenys,1BT to 1CL,0,Extant
Podicipediformes,Podicipedidae,Aechmophorus clarkii,Aechmophorus clarkii,1BT to 1CL,0,Extant
Podicipediformes,Podicipedidae,Aechmophorus occidentalis,Aechmophorus occidentalis,1BT to 1CL,0,Extant
Passeriformes,Aegithalidae,Aegithalos concinnus,Aegithalos concinnus,1BT to 1CL,0,Extant
Passeriformes,Aegithalidae,Aegithalos fuliginosus,Aegithalos fuliginosus,1BT to 1CL,0,Extant
Passeriformes,Aegithalidae,Aegithalos iouschistos,Aegithalos iouschistos,1BT to 1CL,0,Extant
Passeriformes,Aegithalidae,Aegithalos leucogenys,Aegithalos leucogenys,1BT to 1CL,0,Extant
Passeriformes,Aegithalidae,Aegithalos niveogularis,Aegithalos niveogularis,1BT to 1CL,0,Extant
Passeriformes,Aegithinidae,Aegithina lafresnayei,Aegithina lafresnayei,1BT to 1CL,0,Extant
Passeriformes,Aegithinidae,Aegithina nigrolutea,Aegithina nigrolutea,1BT to 1CL,0,Extant
Passeriformes,Aegithinidae,Aegithina tiphia,Aegithina tiphia,1BT to 1CL,0,Extant
Passeriformes,Aegithinidae,Aegithina viridissima,Aegithina viridissima,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Aegolius acadicus,Aegolius acadicus,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Aegolius funereus,Aegolius funereus,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Aegolius harrisii,Aegolius harrisii,1BT to 1CL,0,Extant
Strigiformes,Strigidae,Aegolius ridgwayi,Aegolius ridgwayi,1BT to 1CL,0,Extant
Caprimulgiformes,Aegothelidae,Aegotheles albertisi,Aegotheles albertisi,1BT to 1CL,0,Extant
Caprimulgiformes,Aegothelidae,Aegotheles crinifrons,Aegotheles crinifrons,1BT to 1CL,0,Extant
Caprimulgiformes,Aegothelidae,Aegotheles cristatus,Aegotheles cristatus,1BT to 1CL,0,Extant
Caprimulgiformes,Aegothelidae,Aegotheles insignis,Aegotheles insignis,1BT to 1CL,0,Extant
Caprimulgiformes,Aegothelidae,Aegotheles savesi,Aegotheles savesi,1BT to 1CL,0,Extant
Caprimulgiformes,Aegothelidae,Aegotheles tatei,Aegotheles tatei,1BT to 1CL,0,Extant
Caprimulgiformes,Aegothelidae,Aegotheles wallacii,Aegotheles wallacii,1BT to 1CL,0,Extant
Accipitriformes,Accipitridae,Aegypius monachus,Aegypius monachus,1BT to 1CL,0,Extant
Galliformes,Megapodiidae,Aepypodius arfakianus,Aepypodius arfakianus,1BT to 1CL,0,Extant
Galliformes,Megapodiidae,Aepypodius bruijnii,Aepypodius bruijnii,1BT to 1CL,0,Extant
Caprimulgiformes,Apodidae,Aerodramus amelis,Collocalia amelis,1BT to 1CL,0,Extant
Caprimulgiformes,Apodidae,Aerodramus bartschi,Collocalia bartschi,1BT to 1CL,0,Extant
Caprimulgiformes,Apodidae,Aerodramus elaphrus,Collocalia elaphra,1BT to 1CL,0,Extant
Caprimulgiformes,Apodidae,Aerodramus francicus,Collocalia francica,1BT to 1CL,0,Extant
Caprimulgiformes,Apodidae,Aerodramus fuciphagus,Collocalia fuciphaga,1BT to 1CL,0,Extant
Caprimulgiformes,Apodidae,Aerodramus germani,Collocalia germani,1BT to 1CL,0,Extant
Caprimulgiformes,Apodidae,Aerodramus hirundinaceus,Collocalia hirundinacea,1BT to 1CL,0,Extant
Caprimulgiformes,Apodidae,Aerodramus inquietus,Collocalia inquieta,1BT to 1CL,0,Extant
Caprimulgiformes,Apodidae,Aerodramus leucophaeus,Collocalia leucophaea,1BT to 1CL,0,Extant
Caprimulgiformes,Apodidae,Aerodramus maximus,Collocalia maxima,1BT to 1CL,0,Extant
Caprimulgiformes,Apodidae,Aerodramus mearnsi,Collocalia mearnsi,1BT to 1CL,0,Extant
Caprimulgiformes,Apodidae,Aerodramus nuditarsus,Collocalia nuditarsus,1BT to 1CL,0,Extant
Caprimulgiformes,Apodidae,Aerodramus ocistus,Collocalia ocista,1BT to 1CL,0,Extant
Caprimulgiformes,Apodidae,Aerodramus orientalis,Collocalia orientalis,1BT to 1CL,0,Extant
Caprimulgiformes,Apodidae,Aerodramus papuensis,Collocalia papuensis,1BT to 1CL,0,Extant
Caprimulgiformes,Apodidae,Aerodramus pelewensis,Collocalia pelewensis,1BT to 1CL,0,Extant
Caprimulgiformes,Apodidae,Aerodramus salangana,Collocalia salangana,1BT to 1CL,0,Extant
Caprimulgiformes,Apodidae,Aerodramus sawtelli,Collocalia sawtelli,1BT to 1CL,0,Extant
Caprimulgiformes,Apodidae,Aerodramus spodiopygius,Collocalia spodiopygia,1BT to 1CL,0,Extant
Caprimulgiformes,Apodidae,Aerodramus terraereginae,Collocalia terraereginae,1BT to 1CL,0,Extant
Caprimulgiformes,Apodidae,Aerodramus unicolor,Collocalia unicolor,1BT to 1CL,0,Extant
Caprimulgiformes,Apodidae,Aerodramus vulcanorum,Collocalia vulcanorum,1BT to 1CL,0,Extant
Caprimulgiformes,Apodidae,Aerodramus whiteheadi,Collocalia whiteheadi,1BT to 1CL,0,Extant
Caprimulgiformes,Apodidae,Aeronautes andecolus,Aeronautes andecolus,1BT to 1CL,0,Extant
Caprimulgiformes,Apodidae,Aeronautes montivagus,Aeronautes montivagus,1BT to 1CL,0,Extant
Caprimulgiformes,Apodidae,Aeronautes saxatalis,Aeronautes saxatalis,1BT to 1CL,0,Extant
Charadriiformes,Alcidae,Aethia cristatella,Aethia cristatella,1BT to 1CL,0,Extant
Charadriiformes,Alcidae,Aethia psittacula,Aethia psittacula,1BT to 1CL,0,Extant
Charadriiformes,Alcidae,Aethia pusilla,Aethia pusilla,1BT to 1CL,0,Extant
Charadriiformes,Alcidae,Aethia pygmaea,Aethia pygmaea,1BT to 1CL,0,Extant
Passeriformes,Nectariniidae,Aethopyga bella,Aethopyga bella,1BT to 1CL,0,Extant
Passeriformes,Nectariniidae,Aethopyga christinae,Aethopyga christinae,1BT to 1CL,0,Extant
Passeriformes,Nectariniidae,Aethopyga duyvenbodei,Aethopyga duyvenbodei,1BT to 1CL,0,Extant
Passeriformes,Nectariniidae,Aethopyga eximia,Aethopyga eximia,1BT to 1CL,0,Extant
Passeriformes,Nectariniidae,Aethopyga gouldiae,Aethopyga gouldiae,1BT to 1CL,0,Extant
Passeriformes,Nectariniidae,Aethopyga ignicauda,Aethopyga ignicauda,1BT to 1CL,0,Extant
Passeriformes,Nectariniidae,Aethopyga linaraborae,Aethopyga linaraborae,1BT to 1CL,0,Extant
Passeriformes,Nectariniidae,Aethopyga nipalensis,Aethopyga nipalensis,1BT to 1CL,0,Extant
Passeriformes,Nectariniidae,Aethopyga primigenia,Aethopyga primigenia,1BT to 1CL,0,Extant
Passeriformes,Nectariniidae,Aethopyga saturata,Aethopyga saturata,1BT to 1CL,0,Extant
Passeriformes,Nectariniidae,Aethopyga shelleyi,Aethopyga shelleyi,1BT to 1CL,0,Extant
Galliformes,Phasianidae,Afropavo congensis,Afropavo congensis,1BT to 1CL,0,Extant
Pelecaniformes,Ardeidae,Agamia agami,Agamia agami,1BT to 1CL,0,Extant
Psittaciformes,Psittaculidae,Agapornis canus,Agapornis canus,1BT to 1CL,0,Extant
Psittaciformes,Psittaculidae,Agapornis fischeri,Agapornis fischeri,1BT to 1CL,0,Extant
Psittaciformes,Psittaculidae,Agapornis lilianae,Agapornis lilianae,1BT to 1CL,0,Extant
Psittaciformes,Psittaculidae,Agapornis nigrigenis,Agapornis nigrigenis,1BT to 1CL,0,Extant
Psittaciformes,Psittaculidae,Agapornis personatus,Agapornis personatus,1BT to 1CL,0,Extant
Psittaciformes,Psittaculidae,Agapornis pullarius,Agapornis pullarius,1BT to 1CL,0,Extant
Psittaciformes,Psittaculidae,Agapornis roseicollis,Agapornis roseicollis,1BT to 1CL,0,Extant
Psittaciformes,Psittaculidae,Agapornis swindernianus,Agapornis swindernianus,1BT to 1CL,0,Extant
Psittaciformes,Psittaculidae,Agapornis taranta,Agapornis taranta,1BT to 1CL,0,Extant
Passeriformes,Icteridae,Agelaius assimilis,Agelaius assimilis,1BT to 1CL,0,Extant
Passeriformes,Icteridae,Agelaius humeralis,Agelaius humeralis,1BT to 1CL,0,Extant
Passeriformes,Icteridae,Agelaius phoeniceus,Agelaius phoeniceus,1BT to 1CL,0,Extant
Passeriformes,Icteridae,Agelaius tricolor,Agelaius tricolor,1BT to 1CL,0,Extant
Passeriformes,Icteridae,Agelaius xanthomus,Agelaius xanthomus,1BT to 1CL,0,Extant
Galliformes,Numididae,Agelastes meleagrides,Agelastes meleagrides,1BT to 1CL,0,Extant
Galliformes,Numididae,Agelastes niger,Agelastes niger,1BT to 1CL,0,Extant
Passeriformes,Icteridae,Agelasticus cyanopus,Agelasticus cyanopus,1BT to 1CL,0,Extant
Passeriformes,Icteridae,Agelasticus thilius,Agelasticus thilius,1BT to 1CL,0,Extant
Passeriformes,Icteridae,Agelasticus xanthophthalmus,Agelasticus xanthophthalmus,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Aglaeactis aliciae,Aglaeactis aliciae,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Aglaeactis castelnaudii,Aglaeactis castelnaudii,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Aglaeactis cupripennis,Aglaeactis cupripennis,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Aglaeactis pamela,Aglaeactis pamela,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Aglaiocercus berlepschi,Aglaiocercus berlepschi,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Aglaiocercus coelestis,Aglaiocercus coelestis,1BT to 1CL,0,Extant
Caprimulgiformes,Trochilidae,Aglaiocercus kingii,Aglaiocercus kingi,1BT to 1CL,0,Extant
Passeriformes,Fringillidae,Agraphospiza rubescens,Carpodacus rubescens,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Agricola infuscatus,Bradornis infuscatus,1BT to 1CL,0,Extant
Passeriformes,Muscicapidae,Agricola pallidus,Bradornis pallidus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Agriornis albicauda,Agriornis albicauda,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Agriornis lividus,Agriornis lividus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Agriornis micropterus,Agriornis micropterus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Agriornis montanus,Agriornis montanus,1BT to 1CL,0,Extant
Passeriformes,Tyrannidae,Agriornis murinus,Agriornis murinus,1BT to 1CL,0,Extant
Passeriformes,Sturnidae,Agropsar philippensis,Sturnus philippensis,1BT to 1CL,0,Extant
Passeriformes,Sturnidae,Agropsar sturninus,Sturnus sturninus,1BT to 1CL,0,Extant
Passeriformes,Estrildidae,Aidemosyne modesta,Neochmia modesta,1BT to 1CL,0,Extant
Passeriformes,Ptilonorhynchidae,Ailuroedus crassirostris,Ailuroedus crassirostris,1BT to 1CL,0,Extant
Passeriformes,Passerellidae,Aimophila notosticta,Aimophila notosticta,1BT to 1CL,0,Extant
Passeriformes,Passerellidae,Aimophila rufescens,Aimophila rufescens,1BT to 1CL,0,Extant
Passeriformes,Passerellidae,Aimophila ruficeps,Aimophila ruficeps,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Aix galericulata,Aix galericulata,1BT to 1CL,0,Extant
Anseriformes,Anatidae,Aix sponsa,Aix sponsa,1BT to 1CL,0,Extant
Passeriformes,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,1BT to 1CL,0,Extant
Passeriformes,Thamnophilidae,Akletos melanoceps,Myrmeciza melanoceps,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Alaemon alaudipes,Alaemon alaudipes,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Alaemon hamertoni,Alaemon hamertoni,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Alauda gulgula,Alauda gulgula,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Alauda leucoptera,Melanocorypha leucoptera,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Alauda razae,Alauda razae,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Alaudala cheleensis,Calandrella cheleensis,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Alaudala raytal,Calandrella raytal,1BT to 1CL,0,Extant
Passeriformes,Alaudidae,Alaudala somalica,Calandrella somalica,1BT to 1CL,0,Extant
Charadriiformes,Alcidae,Alca torda,Alca torda,1BT to 1CL,0,Extant
Coraciiformes,Alcedinidae,Alcedo atthis,Alcedo atthis,1BT to 1CL,0,Extant
Coraciiformes,Alcedinidae,Alcedo coerulescens,Alcedo coerulescens,1BT to 1CL,0,Extant
Coraciiformes,Alcedinidae,Alcedo euryzona,Alcedo euryzona,1BT to 1CL,0,Extant
Coraciiformes,Alcedinidae,Alcedo hercules,Alcedo hercules,1BT to 1CL,0,Extant
Coraciiformes,Alcedinidae,Alcedo meninting,Alcedo meninting,1BT to 1CL,0,Extant
Coraciiformes,Alcedinidae,Alcedo quadribrachys,Alcedo quadribrachys,1BT to 1CL,0,Extant
Coraciiformes,Alcedinidae,Alcedo semitorquata,Alcedo semitorquata,1BT to 1CL,0,Extant
Passeriformes,Leiothrichidae,Alcippe brunneicauda,Alcippe brunneicauda,1BT to 1CL,0,Extant
Passeriformes,Leiothrichidae,Alcippe grotei,Alcippe grotei,1BT to 1CL,0,Extant
Passeriformes,Leiothrichidae,Alcippe nipalensis,Alcippe nipalensis,1BT to 1CL,0,Extant
Passeriformes,Leiothrichidae,Alcippe peracensis,Alcippe peracensis,1BT to 1CL,0,Extant
Passeriformes,Leiothrichidae,Alcippe poioicephala,Alcippe poioicephala,1BT to 1CL,0,Extant
Passeriformes,Leiothrichidae,Alcippe pyrrhoptera,Alcippe pyrrhoptera,1BT to 1CL,0,Extant
Passeriformes,Oreoicidae,Aleadryas rufinucha,Aleadryas rufinucha,1BT to 1CL,0,Extant
Galliformes,Phasianidae,Alectoris barbara,Alectoris barbara,1BT to 1CL,0,Extant
Galliformes,Phasianidae,Alectoris chukar,Alectoris chukar,1BT to 1CL,0,Extant
